0,1,2,3,4,5,6,7,8
201805,14920,2814,254.2,26.8,7427.6,9.2,3301.3,8.5
201804,14902,2835,195.6,27.6,7288.5,8.1,3186.9,4.3
201803,14918,3278,156,36.6,7298.9,10.6,3189.1,7.1
201802,14926,3290,122.7,39.3,7182.5,12.7,3046.6,9.1
201712,14766,1850,421.2,25.1,7143.9,16.8,3285.4,13.3
201711,14705,2047,405.8,30.9,7355.5,17.1,3294.1,19.2
201710,14665,2119,374.6,30.2,7170.2,15.7,3158,17.7
201709,14620,2132,343.6,20.5,7073.4,16.1,3139.9,17.3
201708,14599,2156,300.8,25.6,7082.3,16.1,3139.9,18.3
201707,14558,2130,256.6,18,7021.2,16.8,3153,19.1
201706,14533,2123,223.6,15.7,6929.5,18.4,3095.9,22.1
201705,14517,2107,189.1,27,6894.4,17.3,3085.6,21.2
201704,14499,2159,144.2,12.9,6832.1,17,3088.3,21.6
201703,14466,2293,106.5,1,6666.5,16.2,3004.3,20.6
201702,14457,2419,83.8,0.8,6441,15.1,2811.5,19.3
201612,14133,1584,311.5,-10.4,6181.4,9.3,2940.3,20.1
201611,14099,1777,290,-10.6,6334.6,7.5,2795.5,7.4
201610,14061,1889,278.9,-12.6,6201.5,5.6,2682.2,5.1
201609,13993,1981,280.5,-3.6,6090,4.7,2669.8,5.5
201608,13925,1970,234.7,-11.7,6071,2.8,2642.7,2.3
201607,13895,1993,211.7,-1.4,5979.9,1.5,2637.7,2.1
201606,13868,2039,188.9,5.4,5827.8,-1.7,2526.3,-3.8
201605,13822,2053,145.3,-10.3,5863.6,-0.6,2543.4,-1.5
201604,14117,2212,125.6,-5.4,5840.3,-0.3,2543.7,-0.5
201603,14115,2457,103.1,-1.4,5742.2,-1.2,2497,-0.5
201602,14095,2604,82.1,-4.9,5586,0.4,2362.1,0.3
201512,13431,1751,339.3,18.8,5581.6,0.8,2421.1,2.9
201511,13432,1964,315.5,9.6,5829.5,2.8,2576.4,4.2
201510,13433,2105,309.1,15.9,5810.6,4.8,2527.1,5
201509,13361,2151,282,17.8,5753.5,5.9,2505.2,6.5
201508,13304,2153,257,18.7,5849.3,9.3,2559,11.4
201507,13271,2105,207.5,14.3,5831.1,10.9,2562.9,13.6
201506,13213,2077,173.3,13,5852.5,15.3,2598.8,21.5
201505,13182,2072,157.4,9.7,5831.1,15.2,2553.4,19.2
201504,13182,2186,127.9,4.9,5770.2,15.4,2522.2,19.6
201503,13177,2385,101.1,6.4,5753,17,2495.7,19.4
201502,13428,2653,83.7,19.9,5543.8,15.1,2354.1,17.5
201412,12407,1402,274.9,13.5,5500.6,16.6,2335.7,18.8
201411,12406,1593,274.4,25.8,5608.7,18.5,2440.5,27.4
201410,12407,1665,257.6,19.7,5488.9,19.2,2380.3,29.8
201409,12347,1706,227.1,15.1,5377.5,18,2324.9,26.3
201408,12309,1717,202.3,10.1,5300.5,16.9,2274.2,22.8
201407,12270,1710,165.8,2.6,5200.7,16.3,2228.6,22.8
201406,12260,1695,141.1,1.5,5032.6,14.9,2110.1,18.9
201405,12219,1708,133,26.4,5018.3,12.3,2122.4,15.8
201404,12201,1794,113.6,39,4956.5,11.6,2084.6,16
201403,12542,2155,88.9,25.9,4875.7,10.6,2058.5,14.6
201402,12412,2339,64.14,7.08,4747.85,10.69,1963.43,14.42
201312,11599,1358,216.45,12.93,4754.83,7.95,1980.86,14.05
201311,11441,1535,199.16,16.08,4789.24,7.98,1932.68,10.16
201310,11445,1657,199.12,25.11,4676.35,6.05,1868.01,5.37
201309,11444,1711,182.53,24.7,4648.38,6.75,1881.51,6.7
201308,11397,1695,171.88,24.22,4641.75,7.71,1893.31,9.11
201307,11360,1709,151.43,27.92,4583.41,5.71,1862.78,6.93
201306,11328,1704,127.5,31.08,4493.79,4.62,1823.94,8.91
201305,11286,1684,88.58,-3.4,4543.32,7.9,1866.37,9.58
201304,11276,1830,75.11,-2.95,4522.41,8.02,1838.43,5.79
201303,11266,2045,64.51,7.5,4466.26,6.55,1815.91,2.95
201302,11242,2319,56.54,8.29,4368.58,5.34,1750.19,-0.78
201212,10569,1373,183.91,33.05,4328.85,6.56,1713.02,-1.75
201211,10569,1560,165.6,42.22,4367.28,7.75,1721.58,-1.99
201210,10421,1639,150.86,34.46,4337.35,8.72,1737.61,0.87
201209,10421,1647,138.71,42.47,4282.54,8.33,1708.77,0.92
201208,10419,1648,132.2,50.54,4236.83,8.17,1704.16,-0.07
201207,10322,1660,113.21,56.56,4243.53,9.33,1700.58,1.63
201206,10322,1645,92.64,57.23,4212.33,8.81,1637.86,-1.36
201205,10322,1688,87.77,64.73,4153.07,6.32,1675.99,0.64
201204,10308,1732,73.57,75.58,4129.54,5.02,1712.23,-2.03
201203,10279,1860,56.79,95.15,4137.34,6.47,1736.28,-2.02
201202,10279,2086,49.91,133.88,4088.84,9.6,1738.17,0.99
