0,1,2,3,4,5,6,7,8
201409,47928.1,13.5,4252.4,21,1028.8,11.1,1328.3,10.1
201408,42200,14.4,3779.9,22.6,908.7,13.1,1171,12.7
201407,37111.5,15.1,3390.1,26.7,800.5,15.4,1039.8,14.9
201406,31991.6,14.9,2982.2,29.1,696.5,16.2,924.9,15
201405,26338.2,15.2,2415.8,29.6,576.8,16.6,777,17.1
201404,20817.3,16.3,1849.3,28.7,457.2,16.4,619.7,15.3
201403,15326.4,17.3,1331.3,29.8,341.5,18.4,475.5,14.6
201402,9457.13,19.31,835.83,36.84,215.03,21.14,303.55,18.16
201312,60540,18.74,5107.74,25.04,1323.11,20.44,1799.35,29.4
201311,54313.84,17.84,4538.7,23.74,1181.33,20.85,1591.84,30.36
201310,48483.04,16.94,3970.82,22.35,1045.89,17.27,1389.72,28.91
201309,43169.06,15.91,3533.48,19.76,925.31,14.96,1217.35,27.64
201308,37757.46,14.98,3099.52,20.39,803.15,12.56,1046.21,24.4
201307,33016.44,15.5,2691.98,19.65,693.3,12.22,912.93,25.14
201306,28522.78,16.13,2327.13,20.2,599.38,14.23,811.59,28.05
201305,23281.91,15.77,1876.46,19.97,493.93,13.64,666.64,26.44
201304,18247.35,14.1,1437.23,12.86,392.6,14.66,542.18,23.24
201303,13247.56,11.84,1019.09,10.62,288.05,15.91,415.98,23.79
201302,8051.18,14.06,611.97,19.81,177.33,17.89,257.16,17.41
201212,50531.55,8.54,4065.28,5.61,1101.86,11.54,1383.49,7.17
201211,45715.01,8.26,3631.37,7.29,981.19,11.26,1217.26,11.7
201210,41057.24,8.88,3231.66,8.96,895.46,13.96,1074.4,11.82
201209,36929.51,9.55,2934.36,10.79,808.35,16.04,951.14,12.79
201208,32495.36,9.89,2561.88,10.84,716.61,18.46,839.97,15.1
201207,28266.52,9.31,2239.84,10.22,620.62,18.96,728.41,18.87
201206,24349.65,9.41,1930.5,9.99,527.7,18.8,632.08,23.41
201205,20027.4,8.81,1567.49,10.41,437.24,19.09,527.73,22.9
201204,15934.01,7.02,1278.2,8.67,344.63,13.99,441.02,20.8
201203,11790.51,7.93,927.51,6.3,250.33,9.12,334.41,11.97
201202,7032.92,3.99,513.41,-6.51,150.87,6.11,217.46,14.27
